2026-04-11 11:31:47 [INFO] com.systemhealth.SystemHealthApplication - Starting SystemHealthApplication using Java 21.0.4 with PID 6504 (C:\Users\sanke\Smart_System_Health_AI_Assistant\Smart-System-Health-AI-Assistant\target\classes started by sanke in C:\Users\sanke\Smart_System_Health_AI_Assistant\Smart-System-Health-AI-Assistant)
2026-04-11 11:31:47 [DEBUG] com.systemhealth.SystemHealthApplication - Running with Spring Boot v3.2.5, Spring v6.1.6
2026-04-11 11:31:47 [INFO] com.systemhealth.SystemHealthApplication - No active profile set, falling back to 1 default profile: "default"
2026-04-11 11:31:49 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-04-11 11:31:50 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 366 ms. Found 2 JPA repository interfaces.
2026-04-11 11:31:52 [INFO] org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-04-11 11:31:52 [INFO] org.apache.catalina.core.StandardService - Starting service [Tomcat]
2026-04-11 11:31:52 [INFO] org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.20]
2026-04-11 11:31:52 [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-04-11 11:31:52 [INFO] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 4823 ms
2026-04-11 11:31:52 [INFO] org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-04-11 11:31:53 [INFO] org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.4.Final
2026-04-11 11:31:53 [INFO] org.hibernate.cache.internal.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-04-11 11:31:54 [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-04-11 11:31:54 [INFO] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-04-11 11:31:55 [INFO] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@69a90b81
2026-04-11 11:31:55 [INFO] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-04-11 11:31:55 [WARN] org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-04-11 11:31:58 [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-04-11 11:31:58 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-04-11 11:31:59 [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-04-11 11:31:59 [WARN] org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration - 

Using generated security password: 2717753c-b885-4e1f-94ac-ceaefb2a662a

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-04-11 11:32:00 [INFO] org.springframework.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@4193da4d, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6915351c, org.springframework.security.web.context.SecurityContextHolderFilter@7f36cd8f, org.springframework.security.web.header.HeaderWriterFilter@7ff40324, org.springframework.web.filter.CorsFilter@2ac0cb64, org.springframework.security.web.authentication.logout.LogoutFilter@4b8601a1, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@cbea0df, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@396f3bf2, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7be3a837, org.springframework.security.web.access.ExceptionTranslationFilter@77f95e19, org.springframework.security.web.access.intercept.AuthorizationFilter@1067192a]
2026-04-11 11:32:01 [INFO] org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
2026-04-11 11:32:01 [INFO] org.springframework.messaging.simp.broker.SimpleBrokerMessageHandler - Starting...
2026-04-11 11:32:01 [INFO] org.springframework.messaging.simp.broker.SimpleBrokerMessageHandler - BrokerAvailabilityEvent[available=true, SimpleBrokerMessageHandler [org.springframework.messaging.simp.broker.DefaultSubscriptionRegistry@6b6cf3c1]]
2026-04-11 11:32:01 [INFO] org.springframework.messaging.simp.broker.SimpleBrokerMessageHandler - Started.
2026-04-11 11:32:01 [INFO] com.systemhealth.SystemHealthApplication - Started SystemHealthApplication in 15.934 seconds (process running for 18.271)
2026-04-11 11:32:05 [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-04-11 11:32:05 [INFO] org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-04-11 11:32:05 [INFO] org.springframework.web.servlet.DispatcherServlet - Completed initialization in 5 ms
2026-04-11 11:32:05 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: GET /ws/info
2026-04-11 11:32:05 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: GET /ws/info
2026-04-11 11:32:05 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: GET /ws/info | Time: 49 ms
2026-04-11 11:32:05 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: GET /ws/info | Time: 47 ms
2026-04-11 11:32:05 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: GET /ws/563/m5x3oiqc/websocket
2026-04-11 11:32:05 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: GET /ws/563/m5x3oiqc/websocket | Time: 191 ms
2026-04-11 11:32:05 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: GET /ws/127/lbut1az5/websocket
2026-04-11 11:32:05 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: GET /ws/127/lbut1az5/websocket | Time: 8 ms
2026-04-11 11:32:05 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: GET /ws/info
2026-04-11 11:32:05 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: GET /ws/info | Time: 14 ms
2026-04-11 11:32:05 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: GET /ws/info
2026-04-11 11:32:05 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: GET /ws/968/d5o5ltnw/websocket
2026-04-11 11:32:05 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: GET /ws/968/d5o5ltnw/websocket | Time: 16 ms
2026-04-11 11:32:05 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: GET /ws/info | Time: 40 ms
2026-04-11 11:32:07 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: GET /ws/695/tvyhtnzc/eventsource
2026-04-11 11:32:07 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: GET /ws/695/tvyhtnzc/eventsource | Time: 25 ms
2026-04-11 11:32:08 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: POST /ws/695/tvyhtnzc/xhr_send
2026-04-11 11:32:08 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: POST /ws/695/tvyhtnzc/xhr_send | Time: 24 ms
2026-04-11 11:32:08 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: POST /ws/695/tvyhtnzc/xhr_send
2026-04-11 11:32:08 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: POST /ws/695/tvyhtnzc/xhr_send | Time: 3 ms
2026-04-11 11:32:48 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: GET /ws/info
2026-04-11 11:32:48 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: GET /ws/info
2026-04-11 11:32:48 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: GET /ws/info | Time: 3 ms
2026-04-11 11:32:48 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: GET /ws/info | Time: 3 ms
2026-04-11 11:32:48 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: GET /ws/159/jvajwruu/websocket
2026-04-11 11:32:48 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: GET /ws/159/jvajwruu/websocket | Time: 4 ms
2026-04-11 11:32:48 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: GET /ws/086/sb0q1tp2/websocket
2026-04-11 11:32:48 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: GET /ws/086/sb0q1tp2/websocket | Time: 3 ms
2026-04-11 11:33:01 [INFO] org.springframework.web.socket.config.WebSocketMessageBrokerStats - WebSocketSession[3 current WS(2)-HttpStream(1)-HttpPoll(0), 6 total, 0 closed abnormally (0 connect failure, 0 send limit, 0 transport error)], stompSubProtocol[processed CONNECT(3)-CONNECTED(3)-DISCONNECT(0)], stompBrokerRelay[null], inboundChannel[pool size = 16, active threads = 0, queued tasks = 0, completed tasks = 27], outboundChannel[pool size = 6, active threads = 0, queued tasks = 0, completed tasks = 6], sockJsScheduler[pool size = 8, active threads = 1, queued tasks = 4, completed tasks = 15]
2026-04-11 11:33:23 [ERROR] com.systemhealth.config.GlobalExceptionHandler - ❌ ERROR: No converter for [class java.util.LinkedHashMap] with preset Content-Type 'text/event-stream;charset=UTF-8'
org.springframework.http.converter.HttpMessageNotWritableException: No converter for [class java.util.LinkedHashMap] with preset Content-Type 'text/event-stream;charset=UTF-8'
	at org.springframework.web.servlet.mvc.method.annotation.AbstractMessageConverterMethodProcessor.writeWithMessageConverters(AbstractMessageConverterMethodProcessor.java:319)
	at org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor.handleReturnValue(HttpEntityMethodProcessor.java:245)
	at org.springframework.web.method.support.HandlerMethodReturnValueHandlerComposite.handleReturnValue(HandlerMethodReturnValueHandlerComposite.java:78)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:136)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:926)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:831)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1089)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:979)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1014)
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:903)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:564)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:885)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:658)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:206)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:150)
	at org.springframework.web.filter.CompositeFilter$VirtualFilterChain.doFilter(CompositeFilter.java:108)
	at org.springframework.security.web.FilterChainProxy.lambda$doFilterInternal$3(FilterChainProxy.java:231)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:365)
	at org.springframework.security.web.access.intercept.AuthorizationFilter.doFilter(AuthorizationFilter.java:100)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:126)
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:120)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter(AnonymousAuthenticationFilter.java:100)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter(SecurityContextHolderAwareRequestFilter.java:179)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter(RequestCacheAwareFilter.java:63)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:107)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:93)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:101)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:101)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.context.SecurityContextHolderFilter.doFilter(SecurityContextHolderFilter.java:82)
	at org.springframework.security.web.context.SecurityContextHolderFilter.doFilter(SecurityContextHolderFilter.java:69)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:101)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:101)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:233)
	at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:191)
	at org.springframework.web.filter.CompositeFilter$VirtualFilterChain.doFilter(CompositeFilter.java:113)
	at org.springframework.web.servlet.handler.HandlerMappingIntrospector.lambda$createCacheFilter$3(HandlerMappingIntrospector.java:195)
	at org.springframework.web.filter.CompositeFilter$VirtualFilterChain.doFilter(CompositeFilter.java:113)
	at org.springframework.web.filter.CompositeFilter.doFilter(CompositeFilter.java:74)
	at org.springframework.security.config.annotation.web.configuration.WebMvcSecurityConfiguration$CompositeFilterChainProxy.doFilter(WebMvcSecurityConfiguration.java:230)
	at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:352)
	at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:268)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:175)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:150)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:175)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:150)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:101)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:175)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:150)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:101)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:175)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:150)
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:653)
	at org.apache.catalina.core.ApplicationDispatcher.doInclude(ApplicationDispatcher.java:531)
	at org.apache.catalina.core.ApplicationDispatcher.include(ApplicationDispatcher.java:474)
	at org.apache.catalina.core.StandardHostValve.custom(StandardHostValve.java:343)
	at org.apache.catalina.core.StandardHostValve.status(StandardHostValve.java:222)
	at org.apache.catalina.core.StandardHostValve.throwable(StandardHostValve.java:308)
	at org.apache.catalina.core.AsyncContextImpl.setErrorState(AsyncContextImpl.java:432)
	at org.apache.catalina.connector.CoyoteAdapter.asyncDispatch(CoyoteAdapter.java:155)
	at org.apache.coyote.AbstractProcessor.dispatch(AbstractProcessor.java:243)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:57)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:896)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1736)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:52)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:63)
	at java.base/java.lang.Thread.run(Thread.java:1583)
2026-04-11 11:33:58 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: GET /ws/info
2026-04-11 11:33:58 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: GET /ws/info
2026-04-11 11:33:58 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: GET /ws/info | Time: 10 ms
2026-04-11 11:33:58 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: GET /ws/info | Time: 10 ms
2026-04-11 11:33:58 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: GET /ws/194/x5ifev5w/websocket
2026-04-11 11:33:58 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: GET /ws/194/x5ifev5w/websocket | Time: 8 ms
2026-04-11 11:33:58 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: GET /ws/679/o044elpg/websocket
2026-04-11 11:33:58 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: GET /ws/679/o044elpg/websocket | Time: 4 ms
2026-04-11 11:34:00 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: POST /system/issue
2026-04-11 11:34:00 [INFO] com.systemhealth.controller.SystemController - 📥 Issue received: HIGH_CPU
2026-04-11 11:34:00 [INFO] com.systemhealth.controller.SystemController - 📡 WebSocket alert sent for issue=HIGH_CPU
2026-04-11 11:34:00 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: POST /system/issue | Time: 558 ms
2026-04-11 11:34:05 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: POST /system/issue
2026-04-11 11:34:05 [INFO] com.systemhealth.controller.SystemController - 📥 Issue received: HIGH_CPU
2026-04-11 11:34:05 [INFO] com.systemhealth.controller.SystemController - 📡 WebSocket alert sent for issue=HIGH_CPU
2026-04-11 11:34:05 [INFO] com.systemhealth.config.LoggingFilter - ✅ RESPONSE: POST /system/issue | Time: 20 ms
2026-04-11 11:34:10 [INFO] com.systemhealth.config.LoggingFilter - ➡️ REQUEST: POST /system/issue
2026-04-11 11:34:10 [INFO] com.systemhealth.controller.SystemController - 📥 Issue received: HIGH_CPU
2026-04-11 11:34:10 [INFO] com.systemhealth.controller.SystemController - 📡 WebSocket alert sent for issue=HIGH_CPU
